name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds
Angel of Destiny,AZNR,37,,,,,Card,art_series,498d1387-43dc-5a17-b51e-777bab794cac,c5a071eb-4b59-5025-9b12-6057fded8f87
Cliffhaven Sell-Sword,AZNR,38,,,,,Card,art_series,11f250e8-ce4a-5b28-ac67-47d39f020a4d,8a6cfd39-8ed5-5286-9445-8618d3625926
Expedition Healer,AZNR,39,,,,,Card,art_series,36377cbf-aca8-555b-96b9-489be79f61c8,501e9131-575f-5213-8558-c05806b2f9d3
Kitesail Cleric,AZNR,40,,,,,Card,art_series,323e6afb-e916-578e-abe3-89d9208d5b7c,423d52bc-6618-5a8f-9517-6defac9ea59d
Kor Celebrant,AZNR,41,,,,,Card,art_series,8d9458a6-8cba-5d83-8b91-4e4b7252149b,dcf57455-df8a-53e0-a52b-a1f19bdfbd0f
Nahiri's Binding,AZNR,42,,,,,Card,art_series,ca3b793d-6728-500f-b640-21f6ac7e397d,831c531e-2f6e-5b5b-ade4-50aad0e89380
Sea Gate Banneret,AZNR,43,,,,,Card,art_series,0b854e75-b8ae-5ec4-9e44-d43e48c8dad3,0e4e6d5d-8aa8-5d9b-92e5-8ef813c3d20e
Skyclave Basilica,AZNR,44,,,,,Card,art_series,fc50245a-4f3a-575a-9f5f-0ade8e098079,e9296e01-854d-5cac-93d3-6d83e84f2de2
"Tazri, Beacon of Unity",AZNR,45,,,,,Card,art_series,2cec55fd-6d89-5b9e-8fbb-88ef42fae538,2df9bc99-d80a-5d92-a731-1602316a9c49
Anticognition,AZNR,46,,,,,Card,art_series,15e8365e-0cec-5fe1-b800-6b09fa08e182,727865ab-ba97-597b-81db-e7c2662f0b2f
Expedition Diviner,AZNR,47,,,,,Card,art_series,c47ddd59-3d3d-597c-a7bd-3a983fca42b7,32cd0386-4fbb-5600-88b6-3addedb6e5a4
Maddening Cacophony,AZNR,48,,,,,Card,art_series,6e1643b9-6aa1-53ae-a6bf-2727cc15a87f,f6e7b03b-008c-53ed-b7f0-20c92408db93
Sea Gate Restoration,AZNR,49,,,,,Card,art_series,00e73127-bbf2-5d70-810b-5c5b3673e2a5,87a64576-4e2e-5e24-acf4-ad9c830b84ed
Sea Gate Stormcaller,AZNR,50,,,,,Card,art_series,761ebd8c-a58e-5c1c-831c-6c627883ff0b,c06e5e01-4098-579c-a57d-edd9995958ef
Tazeem Roilmage,AZNR,51,,,,,Card,art_series,fa683a11-0497-55d7-98ac-f3b51d3b5a61,12a2786a-878f-5df6-a2ef-7a0ca4afa39e
Umara Wizard,AZNR,52,,,,,Card,art_series,f02c8c04-45d0-555d-abf4-0c16c9cdf295,490cd865-04de-5dcb-a58e-293fb493e474
Blackbloom Rogue,AZNR,53,,,,,Card,art_series,4b90ab10-46bf-5248-a551-c10286e08222,244bc692-5cc7-53b0-9bb0-d43c4a0e0025
"Drana, the Last Bloodchief",AZNR,54,,,,,Card,art_series,409e51c6-f538-5e47-9237-43a34a2c65e5,236febb1-76d4-506f-a409-6b968cb957d2
Highborn Vampire,AZNR,55,,,,,Card,art_series,1e070a8d-c1a6-53ce-bdaa-eff63d9f7080,8d6815e0-6f02-523a-9d37-4e44cda9dc1e
Malakir Blood-Priest,AZNR,56,,,,,Card,art_series,67fe57f4-dd5e-557a-8985-b40378f0a7b5,857d9765-a0a8-5309-92fd-071262eaab79
Mind Carver,AZNR,57,,,,,Card,art_series,79ff1a82-fcf0-5fd1-814d-216e82375a25,50b9ec1d-aace-5ecb-b402-50ca99914257
Nighthawk Scavenger,AZNR,58,,,,,Card,art_series,8d6e56d5-7986-56b9-890d-3361bcfffc55,0502f26f-514c-53a8-af83-daf988772a8d
Scion of the Swarm,AZNR,59,,,,,Card,art_series,4a00099f-e8cd-5ff8-a1fa-59897ed141f2,80cc583a-54df-50ac-aed9-928b4dc92b30
Scourge of the Skyclaves,AZNR,60,,,,,Card,art_series,3b56b545-da5a-5dd8-bf11-32d3b510fa85,f2d9cda5-140c-5bf2-a2b5-34e75d94ed4a
Skyclave Shade,AZNR,61,,,,,Card,art_series,f7374c96-806c-5b92-bf36-6107b6f3d554,4b74b0ca-3a91-52cd-b99d-81219a78817f
Soul Shatter,AZNR,62,,,,,Card,art_series,fb9f90db-d1ed-5a6b-b87b-7a00dcff4969,6009ea79-ca6a-5169-a4ef-7c0f4be89ef1
"Taborax, Hope's Demise",AZNR,63,,,,,Card,art_series,6b79ca00-c1f9-5ef3-acdb-5df6f20ab9be,f38e84c8-6d42-55a3-a6a9-b2a478ca3259
Thwart the Grave,AZNR,64,,,,,Card,art_series,0ab312fd-a8b7-52ef-9b39-754ccb0a998f,afde3680-c3a0-5f40-ab3c-93a95ddeab86
Magmatic Channeler,AZNR,65,,,,,Card,art_series,c09bf1b3-ca69-502d-b007-b13548a95472,27cafa5d-4dca-512c-be50-81217b8f2d65
"Moraug, Fury of Akoum",AZNR,66,,,,,Card,art_series,2ccc6e5e-dc40-598e-b91f-393f022f7bc6,dc70ce1d-311f-5c38-965b-a59de6c03e3a
Teeterpeak Ambusher,AZNR,67,,,,,Card,art_series,ebf98311-83f2-57e2-ad62-ec43a8f30f76,f6b86962-74a7-56af-89e4-c6262b79569a
Thundering Rebuke,AZNR,68,,,,,Card,art_series,5337eeb4-2e5d-5668-a707-85b287994221,38d88d34-d7df-55ba-8ea8-101980a06a10
"Ashaya, Soul of the Wild",AZNR,69,,,,,Card,art_series,0524a2b3-3a75-5c83-a6af-9016e2fd5cee,633ca472-f62b-5aae-aa40-75237ce4db61
Canopy Baloth,AZNR,70,,,,,Card,art_series,8d64ef68-5b50-5fc8-bf60-7429900f6557,09929af4-28a6-5d36-8bc8-f8b6fed23f09
Lotus Cobra,AZNR,71,,,,,Card,art_series,2fcd8a2b-ba04-576e-8b56-e168def100b1,5bd20085-1fc3-5b09-97a4-85e9b5fecea6
Reclaim the Wastes,AZNR,72,,,,,Card,art_series,ff86a9a8-6a16-5461-9ada-99aac91690c4,5a0bcf89-f95c-5b56-9a3e-1577b1fe577b
Swarm Shambler,AZNR,73,,,,,Card,art_series,6925830e-58cb-5881-bfcf-a4b816c33681,4758f702-3192-59ab-b5da-bce8da32e595
"Akiri, Fearless Voyager",AZNR,74,,,,,Card,art_series,2499e526-4987-5868-9c8d-0117bc2dd3a3,3a193901-f7b1-5cb7-9a36-a4804c398b14
"Anowon, the Ruin Thief",AZNR,75,,,,,Card,art_series,0427c53d-b48c-54a9-a65f-4001f1b28786,f343e14b-bc49-56da-9938-ddaa18910978
"Grakmaw, Skyclave Ravager",AZNR,76,,,,,Card,art_series,64088fd6-2008-598c-af64-80bcffdd47b5,760ba3cf-cce5-5445-beea-59ac80fb4bcf
"Linvala, Shield of Sea Gate",AZNR,77,,,,,Card,art_series,109dbbf9-7e7d-5b27-9228-075e2bbbe9b4,381a6c32-d8e0-56b3-9ada-70491916b077
"Omnath, Locus of Creation",AZNR,78,,,,,Card,art_series,c096d30a-3768-522a-93cd-a885abda58ca,dab7b1c3-49c3-58a8-a2b9-ebfd11e0b755
"Orah, Skyclave Hierophant",AZNR,79,,,,,Card,art_series,66c8ce60-0c70-583e-ab5a-3870873736ea,e7dad1f8-9a16-51cb-81ad-cacb0d6f7ee9
Umara Mystic,AZNR,80,,,,,Card,art_series,49962d3c-4f1b-5170-ab73-83a604c85bcd,97da34d6-6615-57cf-8f4b-0c1a79d66eb8
"Yasharn, Implacable Earth",AZNR,81,,,,,Card,art_series,5b6509ef-0456-5b51-b3b5-ffdc63d40605,c5feef0b-1e0d-5738-a4a5-805c158ee45b
Zombie Giant,TBBD,4,5,5,,,Token Creature — Zombie Giant,token,2b955244-b333-5888-916c-7013fa64a011,
Will Kenrith Emblem,TBBD,7,,,,"Whenever you cast an instant or sorcery spell, copy it. You may choose new targets for the copy.",Emblem — Will,emblem,5f2d02fd-ad16-5d41-8e9c-d1ce5b836848,
Rowan Kenrith Emblem,TBBD,8,,,,"Whenever you activate an ability that isn't a mana ability, copy it. You may choose new targets for the copy.",Emblem — Rowan,emblem,b62b4bf6-0917-5920-b360-885e30fd39bf,
Eldrazi,TBFZ,1,10,10,,,Token Creature — Eldrazi,token,c2fb5049-79aa-5d1b-98a8-b8e5a2997ceb,
Knight Ally,TBFZ,5,2,2,,,Token Creature — Knight Ally,token,e31700d9-327d-5e8e-b8d9-c7527922db9a,
Kor Ally,TBFZ,6,1,1,,,Token Creature — Kor Ally,token,f3e2cc8f-c56e-550d-9604-c52722e1d945,
Octopus,TBFZ,7,8,8,,,Token Creature — Octopus,token,054c2216-1a1d-5e06-af97-fd864688227e,
"Gideon, Ally of Zendikar Emblem",TBFZ,12,,,,Creatures you control get +1/+1.,Emblem — Gideon,emblem,0345e01d-3065-59fe-9326-cccd3b49ff26,
Ob Nixilis Reignited Emblem,TBFZ,13,,,,"Whenever a player draws a card, you lose 2 life.",Emblem — Nixilis,emblem,b4c96854-da57-5211-975f-8dc9debcbff2,
"Kiora, Master of the Depths Emblem",TBFZ,14,,,,"Whenever a creature enters the battlefield under your control, you may have it fight target creature.",Emblem — Kiora,emblem,7512bead-cee3-56fc-8619-83840027c735,
Bat,TBIG,1,2,1,,Flying,Token Creature — Bat,token,b27f7542-51ce-5c9b-8042-37377b10d01b,
Blood,TBIG,2,,,,"{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card.",Token Artifact — Blood,token,309ddf88-4480-5518-8c98-1f1e60b013dc,
Construct,TBIG,3,0,0,,This creature gets +1/+1 for each artifact you control.,Token Artifact Creature — Construct,token,c0107955-7c56-5df9-9df1-740a54f52416,
Food,TBIG,4,,,,"{2}, {T}, Sacrifice this artifact: You gain 3 life.",Token Artifact — Food,token,9300919a-d231-50be-9f4b-3ed4a4258350,
Gnome,TBIG,5,1,1,,,Token Artifact Creature — Gnome,token,f407d357-2a03-5d42-8567-c942802d7ab3,
Cragflame,TBLB,26,,,,"Equipped creature gets +1/+1 and has vigilance, trample, and haste.\nEquip {2}",Token Legendary Artifact — Equipment,token,524e2513-4a49-53bf-a5fa-150dc718c5f1,
Cat Soldier,TBNG,2,1,1,,Vigilance,Token Creature — Cat Soldier,token,d8a7431e-3edd-5b15-8b6f-e62203a3ae4e,
Centaur,TBNG,8,3,3,,,Token Enchantment Creature — Centaur,token,f71ba2ee-cd84-56f4-9735-017ede02cedc,
Gold,TBNG,10,,,,Sacrifice this artifact: Add one mana of any color.,Token Artifact — Gold,token,22a28f99-386e-5b4c-98b1-ce589600b6c9,
"Kiora, the Crashing Wave Emblem",TBNG,11,,,,"At the beginning of your end step, create a 9/9 blue Kraken creature token.",Emblem — Kiora,emblem,77f2b6f0-6c4b-54ad-82fc-81f979872e3b,
Laserbeak,TBOT,1,2,2,,"Flying, hexproof",Token Legendary Artifact Creature — Robot,token,3f365f82-9fe6-5e07-867c-07c7e6787daa,
Ravage,TBOT,2,3,3,,"Menace, deathtouch",Token Legendary Artifact Creature — Robot,token,074f6436-162b-54ba-a7c4-50272c8f689a,
Goat,TBRC,3,0,1,,,Token Creature — Goat,token,776a56c4-d289-5071-b453-e768c644059c,
Faerie,TBRC,4,1,1,,Flying,Token Creature — Faerie,token,f1687f59-2d44-5bda-8906-3d016ac4c460,
Phyrexian Myr,TBRC,5,2,1,,,Token Artifact Creature — Phyrexian Myr,token,f893fe3a-9d33-5d5a-8718-fcc6fb5e321f,
Inkling,TBRC,7,2,1,,Flying,Token Creature — Inkling,token,00093ed9-5b6b-5a88-bd12-7c3e260abf1c,
Mishra's Warform,TBRC,9,4,4,,(This token has the abilities and other types of the copied artifact.),Token Artifact Creature — Construct,token,03cb41da-1a68-5885-ade6-2ff869bc3697,
Phyrexian Horror,TBRC,11,*,*,,,Token Artifact Creature — Phyrexian Horror,token,157e07f6-6d96-58f5-ae0c-f8027f00400c,
Scrap,TBRC,12,,,,,Token Artifact,token,6a0e3e1a-6f44-5f09-a966-545d8842ada5,
Forest Dryad,TBRO,3,1,1,,"(This creature is affected by summoning sickness, and it has ""{T}: Add {G}."")",Token Land Creature — Forest Dryad,token,6405b3fc-e11e-57cb-acdc-52ecdd339108,
Powerstone,TBRO,7,,,,{T}: Add {C}. This mana can't be spent to cast a nonartifact spell.,Token Artifact — Powerstone,token,af8db311-3520-5cf7-8410-7390c29da873,
"Saheeli, Filigree Master Emblem",TBRO,12,,,,Artifact creatures you control get +1/+1.\nArtifact spells you cast cost {1} less to cast.,Emblem,emblem,86fd16f7-1f35-539d-b47d-0c9d07d63850,
Kor Soldier,TC14,4,1,1,,,Token Creature — Kor Soldier,token,c98c00e2-87e0-5fa8-b255-b0064597c5d6,
Pegasus,TC14,5,1,1,,Flying,Token Creature — Pegasus,token,380aee7c-7579-5bb5-a27b-1cfdbf88700c,
Horror,TC14,15,*,*,,,Token Creature — Horror,token,341c37dc-2ba1-5179-b682-ec15a944c513,
Elf Druid,TC14,23,1,1,,{T}: Add {G}.,Token Creature — Elf Druid,token,560f5df3-44e3-5833-957b-42670f931886,
Gargoyle,TC14,27,3,4,,Flying,Token Artifact Creature — Gargoyle,token,07163036-315e-554a-bfc0-16028503d1be,
Pentavite,TC14,29,1,1,,Flying,Token Artifact Creature — Pentavite,token,4b034b9d-3714-5949-a93f-bf983f74e09d,
Stoneforged Blade,TC14,30,,,,Indestructible\nEquipped creature gets +5/+5 and has double strike.\nEquip {0},Token Artifact — Equipment,token,589d2a21-03bf-5371-b80d-c9b5cfe91c01,
"Teferi, Temporal Archmage Emblem",TC14,34,,,,You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant.,Emblem — Teferi,emblem,6bdd337a-4f24-5e7a-8c27-c81fc988ee15,
Ob Nixilis of the Black Oath Emblem,TC14,35,,,,"{1}{B}, Sacrifice a creature: You gain X life and draw X cards, where X is the sacrificed creature's power.",Emblem — Nixilis,emblem,5f895769-4c30-5d4e-a7ad-51ebb7cbf63e,
"Daretti, Scrap Savant Emblem",TC14,36,,,,"Whenever an artifact is put into your graveyard from the battlefield, return that card to the battlefield at the beginning of the next end step.",Emblem — Daretti,emblem,baa57ee1-0bea-5224-b8de-cd6c300180f2,
Experience,TC15,0,,,,(Place your experience counters here.),Card,token,28fe0704-3816-5ec6-a7c4-d91ea65f5631,
Elemental Shaman,TC15,10,3,1,,,Token Creature — Elemental Shaman,token,c02382c4-4eab-5e53-a621-8397ac2034c0,
Lightning Rager,TC15,11,5,1,,"Trample, haste\nAt the beginning of the end step, sacrifice this creature.",Token Creature — Elemental,token,9468dd6c-307f-5f50-aa79-109a9ded7d9a,
Frog Lizard,TC15,15,3,3,,,Token Creature — Frog Lizard,token,3efe4ef0-fcfb-543b-ae0c-63570dd400a0,
Squid,TC16,8,1,1,,Islandwalk (This creature can't be blocked as long as defending player controls an Island.),Token Creature — Squid,token,bfdd1275-acd2-5382-b259-1e050d43015f,
Ogre,TC16,13,3,3,,,Token Creature — Ogre,token,4f90474a-d3c2-5f4d-95e8-94b1715d825a,
Cat Warrior,TC17,8,2,2,,Forestwalk,Token Creature — Cat Warrior,token,7a13db1f-523c-5b19-80e5-d4d6f0121c6b,
Manifest,TC18,1,2,2,,(You can cover a face-down manifested creature with this reminder card.\nA manifested creature card can be turned face up any time for its mana cost. A face-down card can also be turned face up for its morph cost.),Creature,token,7703eba8-2d6d-562d-895a-8e175c34211b,
Mask,TC18,4,,,,"Enchant permanent\nTotem armor (If enchanted permanent would be destroyed, instead remove all damage from it and destroy this Aura.)",Token Enchantment — Aura,token,f15efe3e-beca-5f27-9dea-2923991611b4,
Dragon Egg,TC18,10,0,2,,"Defender\nWhen this creature dies, create a 2/2 red Dragon creature token with flying and ""{R}: This creature gets +1/+0 until end of turn.""",Token Creature — Dragon Egg,token,158c1dbe-1ad6-553a-af66-fb2a910dd9f2,
Survivor,TC18,12,1,1,,,Token Creature — Survivor,token,c88aaa4b-1f7d-5177-985b-986ddc004d8a,
Assassin,TC19,9,1,1,,"Whenever this creature deals combat damage to a player, that player loses the game.",Token Creature — Assassin,token,b1b1900e-9683-559a-9804-f32f012ee4f6,
Rhino,TC19,18,4,4,,Trample,Token Creature — Rhino,token,3526ad7b-6db8-5839-963c-a95d3118cb8f,
Sculpture,TC19,24,*,*,,This creature's power and toughness are each equal to the number of Sculptures you control.,Token Artifact Creature — Sculpture,token,d0c7668e-594f-5e8e-8c57-1494ef9ed36a,
Bird Illusion,TC20,7,1,1,,Flying,Token Creature — Bird Illusion,token,2464364c-ed00-552d-b6c2-96f937596a19,
Hydra,TC20,12,0,0,,,Token Creature — Hydra,token,a1f81703-3453-5952-9e4b-2a4de6666e12,
Dinosaur Cat,TC20,16,2,2,,,Token Creature — Dinosaur Cat,token,4d46f6ae-835f-53f1-aba3-efea57529087,
Goblin Warrior,TC20,17,1,1,,,Token Creature — Goblin Warrior,token,a8ca3d69-47b9-5c17-92bd-52dd3199cb3b,
Ability Punchcard,TC20,20,,,,,Card,token,d82c7a79-a684-5a6c-b35f-ecb3831247d5,
Fungus Beast,TC21,15,4,4,,Trample,Token Creature — Fungus Beast,token,af96c1e5-1be2-5f93-9299-9bcc20b89826,
Rabbit,TCLB,4,1,1,,,Token Creature — Rabbit,token,757d445d-7e7c-5c31-a4c2-7993764da291,
Ox,TCLB,13,4,4,,,Token Creature — Ox,token,6eff2377-e886-54a6-bcaa-b9757116853c,
Volo's Journal,TCLB,18,,,,"Hexproof\nWhenever you cast a creature spell, note one of its creature types that hasn't been noted for this artifact.",Token Legendary Artifact,token,356c13a7-56ea-54b1-a904-6946c10ebd75,
Undercity,TCLB,20,,,,"You can't enter this dungeon unless you ""venture into Undercity.""\nSecret Entrance — Search your library for a basic land card, reveal it, put it into your hand, then shuffle. (Leads to: Forge, Lost Well)\nForge — Put two +1/+1 counters on target creature. (Leads to: Trap!, Arena)\nLost Well — Scry 2. (Leads to: Arena, Stash)\nTrap! — Target player loses 5 life. (Leads to: Archives)\nArena — Goad target creature. (Leads to: Archives, Catacombs)\nStash — Create a Treasure token. (Leads to: Catacombs)\nArchives — Draw a card. (Leads to: Throne of the Dead Three)\nCatacombs — Create a 4/1 black Skeleton creature token with menace. (Leads to: Throne of the Dead Three)\nThrone of the Dead Three — Reveal the top ten cards of your library. Put a creature card from among them onto the battlefield with three +1/+1 counters on it. It gains hexproof until your next turn. Then shuffle.",Dungeon — Undercity,double_faced_token,3e24568b-33d4-5e56-8e89-8a2e545ae88c,0fb61d8a-f3c2-5b88-ae63-6bf564498528
The Initiative,TCLB,20,,,,"Whenever one or more creatures a player controls deal combat damage to you, that player takes the initiative.\nWhenever you take the initiative and at the beginning of your upkeep, venture into Undercity. (If you're in a dungeon, advance to the next room. If you're not, enter Undercity. You can take the initiative even if you already have it.)",Card,double_faced_token,0fb61d8a-f3c2-5b88-ae63-6bf564498528,3e24568b-33d4-5e56-8e89-8a2e545ae88c
Eldrazi Horror,TCLB,21,3,2,,,Token Creature — Eldrazi Horror,token,09c25ab4-3ed8-587d-918c-a7b71f984620,
Angel Warrior,TCLB,25,4,4,,"Flying, vigilance",Token Creature — Angel Warrior,token,b859c19a-c41b-52dc-b630-c3a35fda1743,
Kor Warrior,TCLB,27,1,1,,,Token Creature — Kor Warrior,token,d597aedf-6bd9-5d51-a9f0-d59010988656,
Wizard,TCLB,30,1,1,,"{1}, Sacrifice this creature: Counter target noncreature spell unless its controller pays {1}.",Token Creature — Wizard,token,c510f2dd-8d22-5882-b4df-6ccb807b39d6,
Pirate,TCLB,37,1,1,,This creature can't block.\nCreatures you control attack each combat if able.,Token Creature — Pirate,token,855bb2c7-8aa9-56b2-b9fc-a04788cc1c9f,
Phyrexian Beast,TCLB,41,4,4,,,Token Creature — Phyrexian Beast,token,08b5de20-9d0a-5f95-9294-40bc92f051f9,
Satyr,TCLB,46,2,2,,Haste,Token Creature — Satyr,token,fa454d81-8f62-5119-8cf8-01ff30476681,
Triskelavite,TCM2,14,1,1,,Flying,Token Artifact Creature — Triskelavite,token,ff31096d-c2c9-5752-8dff-5720eb9d3ee4,
Kithkin Soldier,TCMA,1,1,1,,,Token Creature — Kithkin Soldier,token,1ae0a5ae-38f8-5db2-a334-891795ae0b3b,
Phyrexian Germ,TCMM,16,0,0,,,Token Creature — Phyrexian Germ,token,65313366-37ce-5d33-a1f4-a4e4d0de2f52,
Thrull,TCMM,18,1,1,,,Token Creature — Thrull,token,d6c4e71a-968f-5b56-8ca9-d1c03571e79b,
Dwarf Berserker,TCMM,23,2,1,,,Token Creature — Dwarf Berserker,token,58592a45-5fc9-5e4a-8134-4c88f4bf270a,
Graveborn,TCMM,38,3,1,,Haste,Token Creature — Graveborn,token,8dabeaa9-2612-59dd-8e5f-6d070f22117f,
City's Blessing,TCMM,49,,,,,Card,token,25237fb4-0549-5153-9a10-3884bc321241,
Sliver,TCMM,57,1,1,,,Token Creature — Sliver,token,2246f5aa-0fa7-5864-a50e-2a7e2467f90c,
Avacyn,TCMM,60,8,8,,"Flying, vigilance, indestructible",Token Legendary Creature — Angel,token,3577bc65-6b94-513e-8f41-242ee84ee921,
Cat Beast,TCMM,61,2,2,,,Token Creature — Cat Beast,token,662edb88-123c-5e71-9abd-6e900d27a110,
Cleric,TCMM,62,2,1,,,Token Enchantment Creature — Cleric,token,5d1f37cc-0fb5-5426-94f9-1f7bd659d513,
Wall,TCMM,67,0,4,,"Defender, flying",Token Creature — Wall,token,e9b6acba-776c-5ba9-8353-51ce96738219,
Sliver Army,TCMM,68,0,0,,,Token Creature — Sliver Army,token,00d52cd6-c646-5765-94f3-27ce41227c05,
Zombie Army,TCMM,69,0,0,,,Token Creature — Zombie Army,token,0679e3b4-11e2-56ec-b9cc-c4501fe7885e,
Ajani Steadfast Emblem,TCMM,77,,,,"If a source would deal damage to you or a planeswalker you control, prevent all but 1 of that damage.",Emblem — Ajani,emblem,24629700-a5ac-54a5-b42f-d25c8e144ffc,
"Chandra, Awakened Inferno Emblem",TCMM,78,,,,"At the beginning of your upkeep, this emblem deals 1 damage to you.",Emblem,emblem,7b18c822-3a82-5c0f-8524-53aae9fd1230,
"Chandra, Torch of Defiance Emblem",TCMM,79,,,,"Whenever you cast a spell, this emblem deals 5 damage to any target.",Emblem — Chandra,emblem,4dd29c6f-a26a-5b9b-a2cc-69e2cd425a05,
"Elspeth, Sun's Champion Emblem",TCMM,80,,,,Creatures you control get +2/+2 and have flying.,Emblem — Elspeth,emblem,a9a78d67-30a6-5827-85ef-e68e7bfa6256,
Narset of the Ancient Way Emblem,TCMM,81,,,,"Whenever you cast a noncreature spell, this emblem deals 2 damage to any target.",Emblem,emblem,c3aa13d9-77c6-5143-a6a1-3a3fc605c505,
Salamander Warrior,TCMR,4,4,3,,,Token Creature — Salamander Warrior,token,20871e74-cf51-5956-8184-09ff568097a5,
Rock,TCMR,11,,,,"Equipped creature has ""{1}, {T}, Sacrifice Rock: This creature deals 2 damage to any target.""\nEquip {1}",Token Artifact — Equipment,token,1657233e-c9e1-54ff-aa5a-6e2e2846be42,
Dack Fayden Emblem,TCNS,9,,,,"Whenever you cast a spell that targets one or more permanents, gain control of those permanents.",Emblem — Dack,emblem,88ad384d-0744-54d9-a399-1475d16ae01c,
Hornet,TDDE,1,1,1,,"Flying, haste",Token Artifact Creature — Insect,token,37938f4c-82c9-5f07-8ba5-a270c8ce641b,
Minion,TDDE,2,*,*,,,Token Creature — Minion,token,53518bdd-3f35-5b95-9591-255a1036fda8,
Griffin,TDDH,1,2,2,,Flying,Token Creature — Griffin,token,0bb8d902-845f-5fce-9877-1ea46b014bbe,
"Venser, the Sojourner Emblem",TDDI,1,,,,"Whenever you cast a spell, exile target permanent.",Emblem — Venser,emblem,b1997a7d-9a60-5e06-8243-b9fb26c2893a,
Koth of the Hammer Emblem,TDDI,2,,,,Mountains you control have '{T}: This land deals 1 damage to any target.',Emblem — Koth,emblem,e99ab730-1cae-57bc-a135-02b3f2aefd62,
Hellion,DDP,79,4,4,,,Token Creature — Hellion,token,8115df7e-2542-5140-b096-c9cb0f62c4f1,
"Sorin, Lord of Innistrad Emblem",TDKA,3,,,,Creatures you control get +1/+0.,Emblem — Sorin,emblem,1d0792f5-6ed6-5385-9a96-87b472909d1c,
Dark Ascension Checklist,TDKA,4,,,,"(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Loyal Cathar {W}{W}\n☐ Soul Seizer {3}{U}{U}\n☐ Chosen of Markov {2}{B}\n☐ Ravenous Demon {3}{B}{B}\n☐ Afflicted Deserter {3}{R}\n☐ Hinterland Hermit {1}{R}\n☐ Mondronen Shaman {3}{R}\n☐ Lambholt Elder {2}{G}\n☐ Scorned Villager {1}{G}\n☐ Wolfbitten Captive {G}\n☐ Huntmaster of the Fells {2}{R}{G}\n☐ Chalice of Life {3}\n☐ Elbrus, the Binding Blade {7}",Card,token,098155d6-fa7c-5b32-8921-9d3c17840552,
Zombie Knight,TDMC,5,2,2,,Menace (This creature can't be blocked except by two or more creatures.),Token Creature — Zombie Knight,token,ed27ba5a-b5bd-5e85-88a0-42d6aa2d5adc,
Kavu,TDMC,12,3,3,,This creature is all colors.\nTrample,Token Creature — Kavu,token,a8ca4660-7215-509e-97c8-fc5695465520,
Sheep,TDMR,12,0,1,,,Token Creature — Sheep,token,0c552176-fe45-5ad4-91e6-c810444fa78f,
Merfolk,TDMU,5,1,1,,,Token Creature — Merfolk,token,62ef67bc-de90-56b8-b9fe-8995539dd8af,
Phyrexian,TDMU,8,2,2,,,Token Creature — Phyrexian,token,596bc1a1-147e-514e-ba92-0786ac7f334e,
Badger,TDMU,15,3,3,,,Token Creature — Badger,token,91e766ed-eeec-5fa4-a8db-2ae498ab82c8,
Sand Warrior,TDMU,20,1,1,,,Token Creature — Sand Warrior,token,a0e3ae99-0632-5c22-870d-2944507a50bc,
Ornithopter,TDMU,22,0,2,,Flying,Token Artifact Creature — Thopter,token,ffd5d2be-da01-5e70-b2d5-4b607cd354ec,
"Ajani, Sleeper Agent Emblem",TDMU,25,,,,"Whenever you cast a creature or planeswalker spell, target opponent gets two poison counters.",Emblem,emblem,d98a1805-56ab-5ef2-b496-391468d5ff21,
"Jaya, Fiery Negotiator Emblem",TDMU,26,,,,"Whenever you cast a red instant or sorcery spell, copy it twice. You may choose new targets for the copies.",Emblem,emblem,05d59711-8773-5466-b66a-902cf865cbf1,
Nightmare Horror,TDOM,6,*,*,,,Token Creature — Nightmare Horror,token,ac66aba2-a487-5025-8197-d9a268c36935,
Karox Bladewing,TDOM,10,4,4,,Flying,Token Legendary Creature — Dragon,token,e4dcfe4f-8441-5eec-9f74-a7b3672e90e0,
Jaya Ballard Emblem,TDOM,15,,,,"You may cast instant and sorcery spells from your graveyard. If a spell cast this way would be put into your graveyard, exile it instead.",Emblem — Jaya,emblem,79823e1c-a618-5692-8b82-00ec1786c0de,
"Teferi, Hero of Dominaria Emblem",TDOM,16,,,,"Whenever you draw a card, exile target permanent an opponent controls.",Emblem — Teferi,emblem,1e082e53-8e0e-5424-a063-c1b5a08a3aa2,
Djinn Monk,TDTK,2,2,2,,Flying,Token Creature — Djinn Monk,token,309ecb76-1644-5382-887e-9d2a6a14381e,
Zombie Horror,TDTK,4,*,*,,,Token Creature — Zombie Horror,token,c648341a-d6a1-51c3-95c2-acaf0fdfe6ac,
Narset Transcendent Emblem,TDTK,8,,,,Your opponents can't cast noncreature spells.,Emblem — Narset,emblem,bf5f7333-ba0e-5c38-969e-c29de3b1d417,
Mouse,TELD,4,1,1,,,Token Creature — Mouse,token,2b448a9b-08c0-5fd8-8eb4-faba27eb6cae,
Dwarf,TELD,7,1,1,,,Token Creature — Dwarf,token,2d55a6d7-c092-5fcf-abc0-8a0109e407d5,
Giant,TELD,10,7,7,,,Token Creature — Giant,token,02dd9f56-d7d1-53e3-9819-b3029e8adbd6,
