name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds,relatedCards
Golem,J13,9,3,3,,,Token Enchantment Artifact Creature — Golem,token,4ff22563-8c4f-5967-b6ac-75c1f20d80db,,"{""reverseRelated"": [""Hammer of Purphoros""]}"
Sphinx,TJOU,1,4,4,,Flying,Token Creature — Sphinx,token,f6fa1566-66f9-535e-90dd-5446b9519420,,"{""reverseRelated"": [""Hour of Need""]}"
Minotaur,TJOU,3,2,3,,,Token Creature — Minotaur,token,88185341-ad20-5d1b-acc3-edaf04f6dac3,,"{""reverseRelated"": [""Flurry of Horns"", ""Sethron, Hurloon General""]}"
Spider,TJOU,5,1,3,,Reach,Token Enchantment Creature — Spider,token,07cb6e21-be71-51ff-8686-2bc7387fda26,,"{""reverseRelated"": [""Renowned Weaver""]}"
Snake,TJOU,6,1,1,,Deathtouch,Token Enchantment Creature — Snake,token,316d0b61-ce39-5800-91b0-f047750e64f2,,"{""reverseRelated"": [""Pharika, God of Affliction""]}"
Shard,TKHM,1,,,,"{2}, Sacrifice this enchantment: Scry 1, then draw a card.",Token Enchantment — Shard,token,872a2f10-d48f-541d-a27b-a8f3ae7bb23c,,"{""reverseRelated"": [""Niko Aris""]}"
Giant Wizard,TKHM,6,4,4,,,Token Creature — Giant Wizard,token,87d70064-55f4-5d8b-a130-f794038946b2,,"{""reverseRelated"": [""Giant's Amulet""]}"
Koma's Coil,TKHM,7,3,3,,,Token Creature — Serpent,token,7fe69ac3-3746-5976-a53c-e4d06492050c,,"{""reverseRelated"": [""Koma, Cosmos Serpent""]}"
Zombie Berserker,TKHM,9,2,2,,,Token Creature — Zombie Berserker,token,5ee687f2-f19b-59a0-b6c9-e881606998a7,,"{""reverseRelated"": [""Deathknell Berserker"", ""Draugr's Helm"", ""Rise of the Dread Marn""]}"
Demon Berserker,TKHM,10,2,3,,Menace (This creature can't be blocked except by two or more creatures.),Token Creature — Demon Berserker,token,1e44480c-8578-5b74-b4d4-a5e3a4729f28,,"{""reverseRelated"": [""The Bloodsky Massacre""]}"
Troll Warrior,TKHM,16,4,4,,Trample,Token Creature — Troll Warrior,token,dbeac9d3-edd3-574a-9bdb-c8d419f6a373,,"{""reverseRelated"": [""Gnottvold Slumbermound"", ""Old-Growth Troll"", ""Waking the Trolls""]}"
Icy Manalith,TKHM,17,,,,{T}: Add one mana of any color.,Token Snow Artifact,token,bc456a8c-3810-5b38-aa34-abc21261ee4b,,"{""reverseRelated"": [""Svella, Ice Shaper""]}"
Replicated Ring,TKHM,18,,,,{T}: Add one mana of any color.,Token Snow Artifact,token,51e0d2f4-5611-5adb-9795-be83c6b7d516,,"{""reverseRelated"": [""Replicating Ring""]}"
Kaya the Inexorable Emblem,TKHM,20,,,,"At the beginning of your upkeep, you may cast a legendary spell from your hand, from your graveyard, or from among cards you own in exile without paying its mana cost.",Emblem,emblem,4e0e50a2-acf1-5745-b605-8a1800110fe0,,"{""reverseRelated"": [""Kaya the Inexorable""]}"
"Tibalt, Cosmic Impostor Emblem",TKHM,21,,,,"You may play cards exiled with Tibalt, Cosmic Impostor, and you may spend mana as though it were mana of any color to cast those spells.",Emblem,emblem,e887464c-161a-5e13-9b5b-1335a033042b,,"{""reverseRelated"": [""Valki, God of Lies // Tibalt, Cosmic Impostor""]}"
Tyvar Kell Emblem,TKHM,22,,,,"Whenever you cast an Elf spell, it gains haste until end of turn and you draw two cards.",Emblem,emblem,6ffda757-579d-563a-862f-3c64eab1edb6,,"{""reverseRelated"": [""Tyvar Kell""]}"
Foretell,TKHM,23,,,,"(After you foretell a card, you can place the exiled card here. You may cast it on a later turn for its foretell cost.)",Card,token,8e042dc9-2a57-525d-b26f-eae5ef1fdadf,,"{""reverseRelated"": [""Alrund's Epiphany"", ""Augury Raven"", ""Battle Mammoth"", ""Behold the Multiverse"", ""Cosmic Intervention"", ""Cosmos Charger"", ""Crush the Weak"", ""Delayed Blast Fireball"", ""Demon Bolt"", ""Depart the Realm"", ""Doomskar"", ""Doomskar Oracle"", ""Doomskar Titan"", ""Dream Devourer"", ""Dual Strike"", ""Dwarven Reinforcements"", ""Edgin, Larcenous Lutenist"", ""Ethereal Valkyrie"", ""Frost Fair Lure Fish"", ""Glorious Protector"", ""Gods' Hall Guardian"", ""Green Slime"", ""Haunting Voyage"", ""Impending Flux"", ""Iron Verdict"", ""Jarl of the Forsaken"", ""Kaya's Onslaught"", ""Mammoth Growth"", ""Mystic Reflection"", ""Poison the Cup"", ""Quakebringer"", ""Ravenform"", ""Return Upon the Tide"", ""Rise of the Dread Marn"", ""Sage of the Beyond"", ""Sarulf's Packmate"", ""Saw It Coming"", ""Scorn Effigy"", ""Shepherd of the Cosmos"", ""Skull Raid"", ""Spectral Deluge"", ""Starnheim Unleashed"", ""Stoic Farmer"", ""Struggle for Skemfar"", ""Surge of Brilliance"", ""Tales of the Ancestors"", ""Tergrid's Shadow"", ""The Foretold Soldier"", ""Vengeful Reaper"", ""Warhorn Blast""]}"
Beast,TKLD,1,6,6,,,Token Artifact Creature — Beast,token,43d997bc-e6fb-5d74-8c96-9f7bb8c8e8f6,,"{""reverseRelated"": [""Architect of the Untamed""]}"
"Nissa, Vital Force Emblem",TKLD,11,,,,"Whenever a land enters the battlefield under your control, you may draw a card.",Emblem — Nissa,emblem,95e9e55d-9581-5f65-a0d8-a2f73241a09d,,"{""reverseRelated"": [""Nissa, Vital Force""]}"
Dovin Baan Emblem,TKLD,12,,,,Your opponents can't untap more than two permanents during their untap steps.,Emblem — Dovin,emblem,990e91b7-c20e-54eb-aa7f-f8246d36c48f,,"{""reverseRelated"": [""Dovin Baan""]}"
Energy Reserve,TKLD,13,,,,(Place your energy counters in this area.),Card,token,9327a71d-09d2-5918-ad9f-b1949f3cf34d,,"{""reverseRelated"": [""Aether Chaser"", ""Aether Herder"", ""Aether Hub"", ""Aether Inspector"", ""Aether Meltdown"", ""Aether Poisoner"", ""Aether Swooper"", ""Aether Theorist"", ""Aethergeode Miner"", ""Aethersphere Harvester"", ""Aethersquall Ancient"", ""Aetherstorm Roc"", ""Aetherstream Leopard"", ""Aethertide Whale"", ""Aethertorch Renegade"", ""Aetherwind Basker"", ""Aetherworks Marvel"", ""Architect of the Untamed"", ""Assaultron Dominator"", ""Attune with Aether"", ""Automated Assembly Line"", ""Behemoth of Vault 0"", ""Bristling Hydra"", ""Brotherhood Scribe"", ""Confiscation Coup"", ""Consul's Shieldguard"", ""Consulate Surveillance"", ""Consulate Turret"", ""Deadlock Trap"", ""Decoction Module"", ""Demon of Dark Schemes"", ""Die Young"", ""Dr. Madison Li"", ""Dynavolt Tower"", ""Eddytrail Hawk"", ""Electrosiphon"", ""Electrostatic Pummeler"", ""Empyreal Voyager"", ""Era of Innovation"", ""Fabrication Module"", ""Glassblower's Puzzleknot"", ""Glimmer of Genius"", ""Glint-Sleeve Siphoner"", ""Gonti's Aether Heart"", ""Gonti's Machinations"", ""Greenbelt Rampager"", ""HELIOS One"", ""Harnessed Lightning"", ""Highspire Infusion"", ""Hightide Hermit"", ""Janjeet Sentry"", ""Lathnu Hellion"", ""Liberty Prime, Recharged"", ""Lightning Runner"", ""Live Fast"", ""Longtusk Cub"", ""Longtusk Stalker"", ""Maulfist Doorbuster"", ""Minister of Inquiries"", ""Multiform Wonder"", ""Peema Aether-Seer"", ""Plasma Caster"", ""Reservoir Walker"", ""Rex, Cyber-Hound"", ""Riparian Tiger"", ""Robobrain War Mind"", ""Rogue Refiner"", ""Sage of Shaila's Claim"", ""Scrapper Champion"", ""Scurry of Gremlins"", ""Sentry Bot"", ""Servant of the Conduit"", ""Shielded Aether Thief"", ""Shipwreck Moray"", ""Spontaneous Artist"", ""Synth Eradicator"", ""T-45 Power Armor"", ""Territorial Gorger"", ""The Motherlode, Excavator"", ""Thriving Grubs"", ""Thriving Ibex"", ""Thriving Rats"", ""Thriving Rhino"", ""Thriving Turtle"", ""Vault 112: Sadistic Simulation"", ""Voltaic Brawler"", ""Whirler Virtuoso"", ""Woodweaver's Puzzleknot""]}"
Spirit Warrior,TKTK,10,*,*,,,Token Creature — Spirit Warrior,token,58572f10-72f2-5f42-9216-1fb08db52d95,,"{""reverseRelated"": [""Kin-Tree Invocation""]}"
"Sarkhan, the Dragonspeaker Emblem",TKTK,12,,,,"At the beginning of your draw step, draw two additional cards.\nAt the beginning of your end step, discard your hand.",Emblem — Sarkhan,emblem,fcbf401e-2b30-502c-af40-14a0b8d701b7,,"{""reverseRelated"": [""Sarkhan, the Dragonspeaker""]}"
"Sorin, Solemn Visitor Emblem",TKTK,13,,,,"At the beginning of each opponent's upkeep, that player sacrifices a creature.",Emblem — Sorin,emblem,4876ec20-452c-5752-b24f-1ca65a840966,,"{""reverseRelated"": [""Sorin, Solemn Visitor""]}"
Pirate,TLCC,5,2,2,,Menace (This creature can't be blocked except by two or more creatures.),Token Creature — Pirate,token,173705e4-6411-5956-a954-a1694c1af3d3,,"{""reverseRelated"": [""Fathom Fleet Captain"", ""Vraska, Relic Seeker""]}"
Vampire,TLCC,14,1,1,,Lifelink,Token Creature — Vampire,token,89078c71-1e5f-5362-b049-a34bdf309172,,"{""reverseRelated"": [""Edgar, Charmed Groom // Edgar Markov's Coffin"", ""Glass-Cast Heart""]}"
Gnome Soldier,TLCI,3,*,*,,This creature's power and toughness are each equal to the number of artifacts and/or creatures you control.,Token Artifact Creature — Gnome Soldier,token,f326fd73-8e67-59c0-9b29-3772bc573f7b,,"{""reverseRelated"": [""Thousand Moons Smithy // Barracks of the Thousand""]}"
Merfolk,TLCI,5,1,1,,Hexproof (This creature can't be the target of spells or abilities your opponents control.),Token Creature — Merfolk,token,53f2e6e3-6a5b-5c8a-a897-a95bf644e8aa,,"{""reverseRelated"": [""Aquatic Incursion"", ""Deeproot Pilgrimage"", ""Deeproot Waters"", ""Jungleborn Pioneer""]}"
Fungus,TLCI,7,1,1,,This creature can't block.,Token Creature — Fungus,token,201e2405-5ffc-50f4-80e0-a1e5df6fc25d,,"{""reverseRelated"": [""Broodrage Mycoid"", ""Synapse Necromage"", ""The Mycotyrant""]}"
Skeleton Pirate,TLCI,8,2,2,,,Token Creature — Skeleton Pirate,token,c38fcdac-0cef-58a9-aae8-5071361460ea,,"{""reverseRelated"": [""Corpses of the Lost"", ""Skeleton Crew""]}"
Dinosaur,TLCI,9,3,1,,,Token Creature — Dinosaur,token,f7f3d0b9-14a8-5d0e-90fa-3c12688444ba,,"{""reverseRelated"": [""Bonehoard Dracosaur"", ""Poetic Ingenuity"", ""Scalestorm Summoner""]}"
Dinosaur,TLCI,10,3,3,,,Token Creature — Dinosaur,token,b99d12bc-ca42-5446-b731-e1ac531ee248,,"{""reverseRelated"": [""Huatli, Poet of Unity // Roar of the Fifth People"", ""Nurturing Bristleback"", ""Palani's Hatcher""]}"
Dinosaur Egg,TLCI,11,0,1,,,Token Creature — Dinosaur Egg,token,b0b8168a-9a4e-540e-b086-9372074c0e3a,,"{""reverseRelated"": [""Palani's Hatcher""]}"
Fungus Dinosaur,TLCI,12,*,*,,,Token Creature — Fungus Dinosaur,token,7af4122b-94af-5e15-9d75-54f15bbb442a,,"{""reverseRelated"": [""The Skullspore Nexus""]}"
Golem,TLCI,13,4,4,,,Token Artifact Creature — Golem,token,3100cd00-1cab-50ce-a8a1-848a984781c5,,"{""reverseRelated"": [""Master's Guide-Mural // Master's Manufactory""]}"
Spirit,TLCI,14,3,2,,,Token Creature — Spirit,token,30bd97e4-466f-5f43-8a2c-2ed182bfd961,,"{""reverseRelated"": [""Illuminate History"", ""Illustrious Historian"", ""Lorehold Command"", ""Lorehold Excavation"", ""Make Your Mark"", ""Mascot Exhibition"", ""Quintorius Kand"", ""Quintorius, Field Historian"", ""Quintorius, Loremaster"", ""Reduce to Memory"", ""Spirit Summoning""]}"
Vampire Demon,TLCI,15,4,3,,Flying,Token Creature — Vampire Demon,token,6cdd4a0c-4ac3-5cca-8626-57bf2b08a6ef,,"{""reverseRelated"": [""Canonized in Blood"", ""Clavile\\u00f1o, First of the Blessed"", ""March of the Canonized"", ""Promise of Aclazotz // Foul Rebirth"", ""Vito, Fanatic of Aclazotz""]}"
Avatar,TLRW,1,*,*,,This creature's power and toughness are each equal to your life total.,Token Creature — Avatar,token,8bccbab9-7c5c-5b31-917b-eb5427b6471f,,"{""reverseRelated"": [""Ajani Goldmane""]}"
Merfolk Wizard,TLRW,4,1,1,,,Token Creature — Merfolk Wizard,token,de575099-679b-5fa4-bfdc-ac1339abefac,,"{""reverseRelated"": [""Benthicore"", ""Stonybrook Schoolmaster"", ""Summon the School""]}"
Goblin Rogue,TLRW,5,1,1,,,Token Creature — Goblin Rogue,token,84647b7c-b2dd-5033-8d00-9858c1991cc6,,"{""reverseRelated"": [""Boggart Mob"", ""Marsh Flitter"", ""Warren Weirding"", ""Weirding Shaman""]}"
Bird,TLTC,1,3,3,,"Flying\nWhenever this creature attacks, target attacking creature gains flying until end of turn.",Token Creature — Bird,token,de098fae-fd97-59bf-9667-10a0241cbe3c,,"{""reverseRelated"": [""Gwaihir, Greatest of the Eagles""]}"
Halfling,TLTC,3,1,1,,,Tolkien Creature — Halfling,token,3e6525fc-840a-5195-bfbc-1e953a9dcf75,,"{""reverseRelated"": [""Farmer Cotton"", ""Field-Tested Frying Pan"", ""Of Herbs and Stewed Rabbit"", ""Saradoc, Master of Buckland""]}"
Wraith,TLTC,7,3,3,,Menace,Token Creature — Wraith,token,50ea9d5d-f3d7-5421-a370-2cec809c5caa,,"{""reverseRelated"": [""In the Darkness Bind Them"", ""Lord of the Nazg\\u00fbl""]}"
Human Knight,TLTC,9,2,2,,"Trample, haste",Token Creature — Human Knight,token,310fdbb4-f269-5344-8e0b-6f51b7dbafc6,,"{""reverseRelated"": [""Forth Eorlingas!"", ""Oath of Eorl"", ""Riders of Rohan"", ""\\u00c9owyn, Shieldmaiden""]}"
Dragon,TLTC,14,6,6,,"Flying, menace\nWhenever this creature deals combat damage to a player, gain control of target artifact that player controls.",Token Creature — Dragon,token,85e364ba-495c-52df-8efa-f3e0ce028b6a,,"{""reverseRelated"": [""Wake the Dragon""]}"
Tentacle,TLTR,4,1,1,,,Token Creature — Tentacle,token,194140f0-66d9-51af-aa9d-a1db03958201,,"{""reverseRelated"": [""Nadir Kraken"", ""The Watcher in the Water""]}"
Orc Army,TLTR,5,0,0,,,Token Creature — Orc Army,token,7150c706-2db0-511c-b889-7d2fc93d4b7e,,"{""reverseRelated"": [""Assault on Osgiliath"", ""Barad-d\\u00fbr"", ""Book of Mazarbul"", ""Corsairs of Umbar"", ""Deceive the Messenger"", ""Dunland Crebain"", ""Easterling Vanguard"", ""Fall of Cair Andros"", ""Foray of Orcs"", ""Gothmog, Morgul Lieutenant"", ""Grishn\\u00e1kh, Brash Instigator"", ""Gr\\u00edma Wormtongue"", ""March from the Black Gate"", ""Mordor Muster"", ""Moria Scavenger"", ""Orcish Bowmasters"", ""Orcish Medicine"", ""Saruman the White"", ""Saruman's Trickery"", ""Saruman, the White Hand"", ""Sauron, Lord of the Rings"", ""Sauron, the Dark Lord"", ""Shagrat, Loot Bearer"", ""Summons of Saruman"", ""Surrounded by Orcs"", ""Swarming of Moria"", ""The Mouth of Sauron"", ""The Torment of Gollum"", ""Treason of Isengard"", ""Warbeast of Gorgoroth""]}"
Smaug,TLTR,7,6,6,,"Flying, haste\nWhen this creature dies, create fourteen Treasure tokens.",Token Legendary Creature — Dragon,token,c176be8a-06ef-5d2f-bd91-1d65ccfaf48c,,"{""reverseRelated"": [""There and Back Again"", ""Treasure""]}"
Ballistic Boulder,TLTR,8,2,1,,Flying,Token Artifact Creature — Construct,token,68262339-1714-5dd5-947c-6c53866245c4,,"{""reverseRelated"": [""Mordor Trebuchet""]}"
Ooze,TM11,5,2,2,,"When this creature dies, create two 1/1 green Ooze creature tokens.",Token Creature — Ooze,token,6d30428c-f846-584a-8458-55de11d00213,,"{""reverseRelated"": [""Mitotic Slime""]}"
Ooze,TM11,6,1,1,,,Token Creature — Ooze,token,d305fa3e-e097-5f39-b89d-f2b386b9748e,,"{""reverseRelated"": [""Mitotic Slime""]}"
Liliana of the Dark Realms Emblem,TM13,11,,,,Swamps you control have '{T}: Add {B}{B}{B}{B}.',Emblem — Liliana,emblem,9cc21c43-7881-50f6-953f-bc567351c8c4,,"{""reverseRelated"": [""Liliana of the Dark Realms""]}"
"Garruk, Caller of Beasts Emblem",TM14,13,,,,"Whenever you cast a creature spell, you may search your library for a creature card, put it onto the battlefield, then shuffle your library.",Emblem — Garruk,emblem,756851aa-7534-5254-8e51-b9859dd4d8eb,,"{""reverseRelated"": [""Garruk, Caller of Beasts""]}"
Beast,TM15,5,3,3,,Deathtouch,Token Creature — Beast,token,1f94e698-6428-5165-9437-8a45a5d824f4,,"{""reverseRelated"": [""Garruk, Apex Predator""]}"
Treefolk Warrior,TM15,11,*,*,,This creature's power and toughness are each equal to the number of Forests you control.,Token Creature — Treefolk Warrior,token,19dbccd7-6f00-5b81-aba2-27e6a1cecd86,,"{""reverseRelated"": [""Kalonian Twingrove""]}"
Land Mine,TM15,12,,,,"{R}, Sacrifice this artifact: This artifact deals 2 damage to target attacking creature without flying.",Token Artifact,token,b4034a1c-afa9-56a2-ad50-d96ffdf03db0,,"{""reverseRelated"": [""Goblin Kaboomist""]}"
"Garruk, Apex Predator Emblem",TM15,14,,,,"Whenever a creature attacks you, it gets +5/+5 and gains trample until end of turn.",Emblem — Garruk,emblem,d706d4ff-ecf8-547e-8ac5-4d72792e8097,,"{""reverseRelated"": [""Garruk, Apex Predator""]}"
Core Set 2019 Checklist,TM19,CH1,,,,"(Use this card to represent a double-faced Nicol Bolas card in your library or hand.)\n☐ Nicol Bolas, the Ravager {1}{U}{B}{R}",Card,token,98f2eb2d-8171-5396-8d00-e1563e07ddcb,,"{""reverseRelated"": [""Nicol Bolas, the Ravager // Nicol Bolas, the Arisen""]}"
Avatar,TM19,2,4,4,,Flying,Token Creature — Avatar,token,09221971-b901-542c-a839-079950297c1e,,"{""reverseRelated"": [""Ajani's Last Stand""]}"
"Ajani, Adversary of Tyrants Emblem",TM19,15,,,,"At the beginning of your end step, create three 1/1 white Cat creature tokens with lifelink.",Emblem — Ajani,emblem,be0e87b4-77f4-5245-8c17-2258d9b75d8c,,"{""reverseRelated"": [""Ajani, Adversary of Tyrants"", ""Cat""]}"
"Tezzeret, Artifice Master Emblem",TM19,16,,,,"At the beginning of your end step, search your library for a permanent card, put it onto the battlefield, then shuffle your library.",Emblem — Tezzeret,emblem,bded6656-958c-5db6-85f0-a4137251923d,,"{""reverseRelated"": [""Tezzeret, Artifice Master""]}"
Vivien Reid Emblem,TM19,17,,,,"Creatures you control get +2/+2 and have vigilance, trample, and indestructible.",Emblem — Vivien,emblem,b44e98da-44b0-59a6-a904-c9fdd643f0ba,,"{""reverseRelated"": [""Vivien Reid""]}"
Ajani's Pridemate,TM20,1,2,2,,"Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.",Token Creature — Cat Soldier,token,53988e4b-3d74-596f-995d-60cf887ba60b,,"{""reverseRelated"": [""Ajani, Strength of the Pride""]}"
Elemental Bird,TM20,4,4,4,,Flying,Token Creature — Elemental Bird,token,ca6d83fb-b49f-5c6a-9fb5-2a440611007e,,"{""reverseRelated"": [""Mu Yanling, Sky Dancer""]}"
"Mu Yanling, Sky Dancer Emblem",TM20,12,,,,"Islands you control have ""{T}: Draw a card.""",Emblem,emblem,67788734-e110-5b49-8be6-adc6fe6872f3,,"{""reverseRelated"": [""Mu Yanling, Sky Dancer""]}"
Goblin Wizard,TM21,8,1,1,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",Token Creature — Goblin Wizard,token,916b1421-f426-55b4-ac9a-fd9f7372e045,,"{""reverseRelated"": [""Goblin Wizardry""]}"
Weird,TM21,13,*,*,,,Token Creature — Weird,token,570c3c71-b13b-509d-a61e-4d3ff221a8c4,,"{""reverseRelated"": [""Experimental Overload""]}"
Basri Ket Emblem,TM21,16,,,,"At the beginning of combat on your turn, create a 1/1 white Soldier creature token, then put a +1/+1 counter on each creature you control.",Emblem,emblem,380d3b56-c427-5911-b92c-81230f3ad738,,"{""reverseRelated"": [""Basri Ket"", ""Soldier""]}"
"Garruk, Unleashed Emblem",TM21,17,,,,"At the beginning of your end step, you may search your library for a creature card, put it onto the battlefield, then shuffle your library.",Emblem,emblem,0017cb36-348b-57a4-81f5-c5b5159705ab,,"{""reverseRelated"": [""Garruk, Unleashed""]}"
"Liliana, Waker of the Dead Emblem",TM21,18,,,,"At the beginning of combat on your turn, put target creature card from a graveyard onto the battlefield under your control. It gains haste.",Emblem,emblem,9a0f790a-f3bf-5578-a43c-d8d389202485,,"{""reverseRelated"": [""Liliana, Waker of the Dead""]}"
Dog,TM21,19,1,1,,,Token Creature — Dog,token,cffaaddc-a438-57e0-a721-a22f1f350763,,"{""reverseRelated"": [""Dog Walker"", ""Hunted Bonebrute"", ""Krovod Haunch"", ""Release the Dogs"", ""Rin and Seri, Inseparable""]}"
Cat,TM21,20,1,1,,,Token Creature — Cat,token,6bcccfbf-347f-58c6-aa82-fd740a61e8c3,,"{""reverseRelated"": [""Rin and Seri, Inseparable"", ""Waiting in the Weeds""]}"
Booster Blitz,MAFR,1,,,,"2 players | 2 packs | 10 minutes\nOBJECTIVE:\nBest your opponent in a series of fast Magic games using only the cards in a single pack!\nGET READY:\nEach player opens a pack and makes four face-down piles of three cards each using the Magic cards inside. Players make their piles with the goal of winning a series of Magic games with these modified rules:\nPlayers start at 5 life, have infinite mana, and cannot lose by drawing from an empty library.\nLET'S PLAY:\nRandomly determine who goes first. Each player chooses which pile their opponent will use for each round. Then both players draw all three of their cards and play a game of Magic. When a player loses a game, they get to go first in the next game.\nTO WIN:\nThe first player to win two games wins the match.",Card,token,f4db638f-071d-5339-9a14-3c90f2af1b32,,
